Date,Predicted_Price,Actual_Price,Predicted_Change,Actual_Change,Predicted_Change_Pct,Signal,Signal_Strength,Mean_Reversion_Signal,Signal_Source
2025-11-10,403.4192810058594,492.0199890136719,-101.63543701171875,-13.03472900390625,-20.12,1,20.12,0.004566179318283529,Model
2025-11-11,401.7275909423828,478.55999755859375,-106.00211486816406,-29.169708251953125,-20.88,1,20.88,-0.01999706188864036,Model
2025-11-12,396.0515380859375,483.4700012207031,-114.13361206054688,-26.71514892578125,-22.37,-1,22.37,-0.0072266585157668446,Model
2025-11-13,401.0722229003906,478.5299987792969,-101.27756958007814,-23.819793701171875,-20.16,1,20.16,-0.014961596042199399,Model
2025-11-14,396.86961059570314,474.82000732421875,-112.35728759765624,-34.406890869140625,-22.06,-1,22.06,-0.019124946011815334,Model
2025-11-17,410.7201354980469,476.3900146484375,-95.82179565429686,-30.15191650390625,-18.92,1,18.92,-0.012807172255762011,Model
2025-11-18,384.8165649414062,476.1199951171875,-108.05098876953124,-16.74755859375,-21.92,-1,21.92,-0.011651689952078544,Model
2025-11-19,386.1814300537109,483.9800109863281,-100.0285614013672,-2.22998046875,-20.57,1,20.57,0.00489702256716609,Model
2025-11-20,358.954931640625,485.9200134277344,-119.47506103515624,7.490020751953125,-24.97,-1,24.97,0.008141172853886347,Model
2025-11-21,361.9724456787109,484.9200134277344,-110.14754943847656,12.800018310546875,-23.33,-1,23.33,0.004732369390825485,Model
2025-11-24,367.5923156738281,486.8500061035156,-106.40768432617188,12.850006103515625,-22.45,-1,22.45,0.007390157429811097,Model
2025-11-25,367.0390258789063,488.0199890136719,-109.95096435546876,11.029998779296875,-23.05,-1,23.05,0.008660040028026747,Model
2025-11-26,365.94874267578126,487.7099914550781,-119.55125732421875,2.209991455078125,-24.62,-1,24.62,0.007789160114384006,Model
2025-11-28,358.6457885742187,487.1000061035156,-133.36422119140624,-4.910003662109375,-27.11,-1,27.11,0.007039570130390539,Model
2025-12-01,352.7528869628906,487.4800109863281,-133.9871032714844,0.740020751953125,-27.53,0,27.53,0.007748109925598846,None
